site,sitename,date
ST,Seattle,2018-08-05
AT,Austin,2018-07-17
DV,Denver,2018-07-14
NY,New York,2018-07-19
DT,Detroit,2018-08-17
AT,Austin,2018-08-27
DT,Detroit,2018-07-08
DV,Denver,2018-10-11
DV,Denver,2018-09-16
HT,Houston,2018-10-03
AT,Austin,2018-09-18
NY,New York,2018-07-03
DV,Denver,2018-07-18
DV,Denver,2018-08-21
NY,New York,2018-07-22
NY,New York,2018-08-05
DT,Detroit,2018-07-31
DT,Detroit,2018-07-29
HT,Houston,2018-12-06
DV,Denver,2018-08-15
DT,Detroit,2018-09-14
DT,Detroit,2018-09-06
DV,Denver,2018-10-02
HT,Houston,2018-12-12
AT,Austin,2018-10-19
DV,Denver,2018-08-26
AT,Austin,2018-07-16
DT,Detroit,2018-07-22
DT,Detroit,2018-09-10
AT,Austin,2018-07-05
HT,Houston,2018-12-05
HT,Houston,2018-10-09
AT,Austin,2018-07-18
HT,Houston,2018-11-13
HT,Houston,2018-08-23
AT,Austin,2018-07-06
TP,Tampa,2018-12-05
AT,Austin,2018-08-02
NY,New York,2018-07-28
ST,Seattle,2018-07-17
AT,Austin,2018-08-03
NY,New York,2018-07-24
NY,New York,2018-07-17
HT,Houston,2018-09-28
HT,Houston,2018-10-12
HT,Houston,2018-09-19
DV,Denver,2018-07-11
HT,Houston,2018-08-15
DT,Detroit,2018-08-04
DV,Denver,2018-09-05
NY,New York,2018-07-08
DT,Detroit,2018-10-15
DV,Denver,2018-07-12
NY,New York,2018-08-20
HT,Houston,2018-11-29
HT,Houston,2018-10-11
NY,New York,2018-10-04
DT,Detroit,2018-08-07
DT,Detroit,2018-08-13
NY,New York,2018-08-25
AT,Austin,2018-08-06
HT,Houston,2018-11-15
HT,Houston,2018-09-25
AT,Austin,2018-12-06
ST,Seattle,2018-07-15
DT,Detroit,2018-08-03
AT,Austin,2018-07-31
DT,Detroit,2018-09-22
DV,Denver,2018-10-04
AT,Austin,2018-12-11
DV,Denver,2018-07-15
HT,Houston,2018-08-21
NY,New York,2018-08-16
DV,Denver,2018-09-13
DV,Denver,2018-08-25
NY,New York,2018-09-01
HT,Houston,2018-07-12
DT,Detroit,2018-09-20
DV,Denver,2018-08-10
AT,Austin,2018-12-05
DT,Detroit,2018-09-07
HT,Houston,2018-07-10
DV,Denver,2018-09-24
NY,New York,2018-08-02
AT,Austin,2018-11-05
NY,New York,2018-08-24
NY,New York,2018-07-01
TP,Tampa,2018-09-21
ST,Seattle,2018-07-12
DT,Detroit,2018-09-05
HT,Houston,2018-10-02
DV,Denver,2018-10-08
DV,Denver,2018-08-09
HT,Houston,2018-11-02
DT,Detroit,2018-09-16
DT,Detroit,2018-07-06
HT,Houston,2018-11-30
NY,New York,2018-09-04
ST,Seattle,2018-07-31
DV,Denver,2018-07-13
ST,Seattle,2018-07-04
DV,Denver,2018-09-12
HT,Houston,2018-12-07
AT,Austin,2018-10-17
NY,New York,2018-08-29
HT,Houston,2018-09-21
HT,Houston,2018-08-13
NY,New York,2018-10-26
AT,Austin,2018-10-12
HT,Houston,2018-10-16
NY,New York,2018-08-26
HT,Houston,2018-08-10
DV,Denver,2018-07-28
DT,Detroit,2018-07-26
DV,Denver,2018-07-07
DT,Detroit,2018-07-25
DT,Detroit,2018-09-12
DT,Detroit,2018-08-20
DV,Denver,2018-10-01
HT,Houston,2018-09-26
AT,Austin,2018-08-07
DV,Denver,2018-09-28
HT,Houston,2018-10-18
HT,Houston,2018-07-13
DV,Denver,2018-10-07
AT,Austin,2018-07-24
ST,Seattle,2018-07-16
NY,New York,2018-07-02
NY,New York,2018-08-07
AT,Austin,2018-07-11
AT,Austin,2018-10-11
NY,New York,2018-10-01
DV,Denver,2018-10-05
DT,Detroit,2018-08-10
ST,Seattle,2018-08-08
DV,Denver,2018-10-03
ST,Seattle,2018-07-05
HT,Houston,2018-08-27
AT,Austin,2018-11-15
DT,Detroit,2018-09-15
DV,Denver,2018-09-15
ST,Seattle,2018-08-10
HT,Houston,2018-08-08
AT,Austin,2018-12-13
DV,Denver,2018-08-27
DV,Denver,2018-08-04
AT,Austin,2018-12-19
HT,Houston,2018-11-01
NY,New York,2018-08-27
AT,Austin,2018-11-09
HT,Houston,2018-10-26
AT,Austin,2018-11-08
HT,Houston,2018-11-06
NY,New York,2018-07-21
AT,Austin,2018-08-20
TP,Tampa,2018-10-17
DT,Detroit,2018-08-30
AT,Austin,2018-08-21
HT,Houston,2018-11-27
HT,Houston,2018-10-23
DT,Detroit,2018-07-09
ST,Seattle,2018-08-06
DT,Detroit,2018-10-01
DV,Denver,2018-10-13
DV,Denver,2018-08-23
AT,Austin,2018-11-02
AT,Austin,2018-11-06
HT,Houston,2018-08-30
DT,Detroit,2018-08-28
DV,Denver,2018-08-28
TP,Tampa,2018-11-07
AT,Austin,2018-12-14
DT,Detroit,2018-09-27
HT,Houston,2018-08-06
AT,Austin,2018-12-12
HT,Houston,2018-12-20
AT,Austin,2018-10-05
AT,Austin,2018-10-29
HT,Houston,2018-08-31
HT,Houston,2018-11-19
HT,Houston,2018-09-10
AT,Austin,2018-09-14
AT,Austin,2018-08-09
NY,New York,2018-07-11
DV,Denver,2018-10-12
DV,Denver,2018-07-29
TP,Tampa,2018-08-29
HT,Houston,2018-07-30
NY,New York,2018-10-29
DT,Detroit,2018-07-04
DV,Denver,2018-10-14
NY,New York,2018-09-09
DV,Denver,2018-08-20
NY,New York,2018-07-23
DV,Denver,2018-08-16
NY,New York,2018-07-12
DT,Detroit,2018-08-15
DV,Denver,2019-06-24
NY,New York,2019-03-11
DV,Denver,2019-05-01
NY,New York,2019-06-15
ST,Seattle,2019-06-10
HT,Houston,2019-06-19
ST,Seattle,2019-03-03
ST,Seattle,2019-03-28
AT,Austin,2019-03-04
NY,New York,2019-04-02
DT,Detroit,2019-06-20
DV,Denver,2019-06-18
HT,Houston,2019-05-02
NY,New York,2019-06-27
DT,Detroit,2019-03-22
NY,New York,2019-05-19
TP,Tampa,2019-03-07
TP,Tampa,2019-06-26
NY,New York,2019-05-27
DT,Detroit,2019-04-04
DT,Detroit,2019-06-21
DV,Denver,2019-06-13
AT,Austin,2019-05-16
NY,New York,2019-04-10
HT,Houston,2019-02-25
HT,Houston,2019-06-11
DV,Denver,2019-03-23
ST,Seattle,2019-01-26
NY,New York,2019-05-17
DT,Detroit,2019-04-23
ST,Seattle,2019-05-31
TP,Tampa,2019-05-08
HT,Houston,2019-03-14
HT,Houston,2019-03-13
NY,New York,2019-06-10
DT,Detroit,2019-05-10
NY,New York,2019-05-16
NY,New York,2019-04-25
DV,Denver,2019-03-24
ST,Seattle,2019-04-30
HT,Houston,2019-01-15
DV,Denver,2019-05-09
NY,New York,2019-03-22
ST,Seattle,2019-04-28
DV,Denver,2019-05-08
DT,Detroit,2019-04-09
HT,Houston,2019-04-16
ST,Seattle,2019-01-24
DT,Detroit,2019-03-29
NY,New York,2019-03-04
DV,Denver,2019-03-28
DV,Denver,2019-05-05
AT,Austin,2019-02-07
ST,Seattle,2019-01-20
ST,Seattle,2019-03-20
NY,New York,2019-05-31
ST,Seattle,2019-02-26
HT,Houston,2019-03-01
DV,Denver,2019-04-10
DV,Denver,2019-03-11
DT,Detroit,2019-06-23
AT,Austin,2019-04-26
ST,Seattle,2019-04-01
DV,Denver,2019-03-10
DV,Denver,2019-04-14
HT,Houston,2019-03-04
ST,Seattle,2019-01-29
AT,Austin,2019-03-19
NY,New York,2019-06-22
HT,Houston,2019-03-29
DT,Detroit,2019-06-09
AT,Austin,2019-01-28
DT,Detroit,2019-05-23
TP,Tampa,2019-01-09
HT,Houston,2019-04-18
HT,Houston,2019-06-13
HT,Houston,2019-04-08
ST,Seattle,2019-03-07
DT,Detroit,2019-05-21
DT,Detroit,2019-05-31
TP,Tampa,2019-01-16
AT,Austin,2019-01-24
NY,New York,2019-06-17
NY,New York,2019-04-28
HT,Houston,2019-01-09
DT,Detroit,2019-05-30
AT,Austin,2019-03-14
HT,Houston,2019-03-19
NY,New York,2019-04-05
HT,Houston,2019-04-11
TP,Tampa,2019-06-05
ST,Seattle,2019-03-13
NY,New York,2019-03-02
DV,Denver,2019-04-30
ST,Seattle,2019-03-31
ST,Seattle,2019-04-21
AT,Austin,2019-05-06
NY,New York,2019-05-29
ST,Seattle,2019-03-29
HT,Houston,2019-02-18
AT,Austin,2019-06-12
NY,New York,2019-06-26
DT,Detroit,2019-04-12
ST,Seattle,2019-03-14
ST,Seattle,2019-05-02
DV,Denver,2019-06-19
AT,Austin,2019-03-13
ST,Seattle,2019-03-11
AT,Austin,2019-03-01
HT,Houston,2019-04-26
NY,New York,2019-03-13
ST,Seattle,2019-05-27
NY,New York,2019-05-04
AT,Austin,2019-05-08
ST,Seattle,2019-05-12
AT,Austin,2019-02-14
NY,New York,2019-03-12
ST,Seattle,2019-04-23
DT,Detroit,2019-04-15
DV,Denver,2019-05-07
NY,New York,2019-04-15
AT,Austin,2019-02-21
DT,Detroit,2019-05-17
ST,Seattle,2019-02-01
HT,Houston,2019-04-25
AT,Austin,2019-04-03
HT,Houston,2019-01-11
DT,Detroit,2019-05-19
AT,Austin,2019-06-05
DV,Denver,2019-03-26
NY,New York,2019-06-20
ST,Seattle,2019-04-12
ST,Seattle,2019-04-22
HT,Houston,2019-01-25
NY,New York,2019-06-01
ST,Seattle,2019-04-19
DT,Detroit,2019-05-14
AT,Austin,2019-04-23
NY,New York,2019-06-25
DT,Detroit,2019-05-13
HT,Houston,2019-04-04
AT,Austin,2019-02-15
DT,Detroit,2019-05-08
DV,Denver,2019-04-17
AT,Austin,2019-03-25
NY,New York,2019-06-29
HT,Houston,2019-05-24
AT,Austin,2019-06-06
AT,Austin,2019-05-15
AT,Austin,2019-03-11
HT,Houston,2019-05-06
NY,New York,2019-04-14
NY,New York,2019-06-08
DT,Detroit,2019-04-28
ST,Seattle,2019-06-24
ST,Seattle,2019-04-03
DT,Detroit,2019-06-15
DV,Denver,2019-03-20
ST,Seattle,2019-05-04
ST,Seattle,2019-01-30
ST,Seattle,2019-06-21
DV,Denver,2019-06-10
HT,Houston,2019-06-12
NY,New York,2019-04-27
NY,New York,2019-03-18
ST,Seattle,2019-04-20
HT,Houston,2019-06-24
HT,Houston,2019-05-31
DV,Denver,2019-03-05
NY,New York,2019-06-23
HT,Houston,2019-06-20
DV,Denver,2019-06-23
HT,Houston,2019-01-02
DV,Denver,2019-05-27
AT,Austin,2019-01-18
DV,Denver,2019-05-22
DT,Detroit,2019-05-12
AT,Austin,2019-02-26
DV,Denver,2019-03-29
NY,New York,2019-03-17
NY,New York,2019-06-16
HT,Houston,2019-04-19
DT,Detroit,2019-04-27
DT,Detroit,2019-05-11
DT,Detroit,2019-06-06
HT,Houston,2019-04-15
HT,Houston,2019-06-10
NY,New York,2019-03-15
NY,New York,2019-05-02
HT,Houston,2019-01-08
HT,Houston,2019-03-05
HT,Houston,2019-05-30
NY,New York,2019-05-06
DV,Denver,2019-05-17
DT,Detroit,2019-04-19
ST,Seattle,2019-04-27
NY,New York,2019-03-08
ST,Seattle,2019-04-29
DT,Detroit,2019-06-14
DT,Detroit,2019-04-16
ST,Seattle,2019-05-09
NY,New York,2019-04-09
ST,Seattle,2019-02-28
NY,New York,2019-03-03
AT,Austin,2019-01-21
DV,Denver,2019-04-08
DV,Denver,2019-04-16
AT,Austin,2019-05-20
ST,Seattle,2019-01-28
DV,Denver,2019-06-03
DT,Detroit,2019-05-04
ST,Seattle,2019-05-16
HT,Houston,2019-02-08
AT,Austin,2019-03-29
DV,Denver,2019-04-27
DT,Detroit,2019-04-29
HT,Houston,2019-06-21
ST,Seattle,2019-06-28
DV,Denver,2019-04-28
ST,Seattle,2019-04-08
DV,Denver,2019-06-05
HT,Houston,2019-04-12
HT,Houston,2019-02-01
NY,New York,2019-05-28
ST,Seattle,2019-04-25
ST,Seattle,2019-05-05
DT,Detroit,2019-04-06
ST,Seattle,2019-01-25
ST,Seattle,2019-03-23
DV,Denver,2019-04-11
AT,Austin,2019-05-14
DT,Detroit,2019-03-27
NY,New York,2019-05-26
ST,Seattle,2019-05-03
HT,Houston,2019-05-17
DV,Denver,2019-06-26
AT,Austin,2019-02-18
ST,Seattle,2019-02-02
HT,Houston,2019-02-22
DT,Detroit,2019-06-07
ST,Seattle,2019-06-22
ST,Seattle,2019-04-24
ST,Seattle,2019-03-01
DV,Denver,2019-05-26
HT,Houston,2019-01-30
ST,Seattle,2019-03-09
ST,Seattle,2019-01-21
NY,New York,2019-04-03
ST,Seattle,2019-05-01
ST,Seattle,2019-04-11
ST,Seattle,2019-03-30
ST,Seattle,2019-05-11
HT,Houston,2019-04-29
DV,Denver,2019-03-04
DT,Detroit,2019-06-27
DT,Detroit,2019-05-05
HT,Houston,2019-02-28
ST,Seattle,2019-06-07
DT,Detroit,2019-05-03
NY,New York,2019-06-24
NY,New York,2019-03-10
AT,Austin,2019-06-07
ST,Seattle,2019-05-13
HT,Houston,2019-06-18
AT,Austin,2019-02-22
AT,Austin,2019-01-17
DV,Denver,2019-06-29
DV,Denver,2019-06-15
DV,Denver,2019-06-21
AT,Austin,2019-06-14
AT,Austin,2019-03-27
AT,Austin,2019-06-03
AT,Austin,2019-03-07
DV,Denver,2019-04-21
ST,Seattle,2019-03-15
ST,Seattle,2019-02-24
DT,Detroit,2019-03-23
DT,Detroit,2019-03-21
AT,Austin,2019-06-28
NY,New York,2019-03-07
DT,Detroit,2019-04-01
HT,Houston,2019-02-07
AT,Austin,2019-01-16
HT,Houston,2019-05-09
NY,New York,2019-03-19
AT,Austin,2019-01-03
NY,New York,2019-06-13
NY,New York,2019-06-09
DV,Denver,2019-06-01
HT,Houston,2019-03-18
NY,New York,2019-04-04
HT,Houston,2019-03-08
DT,Detroit,2019-06-02
DT,Detroit,2019-06-13
ST,Seattle,2019-04-18
HT,Houston,2019-05-28
NY,New York,2019-03-09
AT,Austin,2019-01-09
HT,Houston,2019-03-25
DV,Denver,2019-05-29
NY,New York,2019-03-27
HT,Houston,2019-05-22
DV,Denver,2019-03-19
TP,Tampa,2019-03-13
HT,Houston,2019-05-03
DT,Detroit,2019-05-18
ST,Seattle,2019-04-14
ST,Seattle,2019-05-18
AT,Austin,2019-04-24
DT,Detroit,2019-03-24
TP,Tampa,2019-05-15
ST,Seattle,2019-06-27
DT,Detroit,2019-04-10
ST,Seattle,2019-06-06
ST,Seattle,2019-01-23
HT,Houston,2019-03-07
HT,Houston,2019-04-05
AT,Austin,2019-01-15
DT,Detroit,2019-05-06
HT,Houston,2019-05-21
HT,Houston,2019-06-04
HT,Houston,2019-02-15
AT,Austin,2019-02-06
HT,Houston,2019-01-03
NY,New York,2019-06-06
HT,Houston,2019-05-16
DT,Detroit,2019-03-26
DT,Detroit,2019-06-11
NY,New York,2019-03-16
HT,Houston,2019-04-10
NY,New York,2019-06-14
DV,Denver,2019-04-15
TP,Tampa,2019-04-18
AT,Austin,2019-04-10
ST,Seattle,2019-05-24
ST,Seattle,2019-06-25
NY,New York,2019-05-01
ST,Seattle,2019-04-05
ST,Seattle,2019-03-18
DT,Detroit,2019-06-05
HT,Houston,2019-03-21
DV,Denver,2019-05-16
HT,Houston,2019-06-14
DT,Detroit,2019-06-19
NY,New York,2019-04-12
DT,Detroit,2019-04-11
NY,New York,2019-04-07
DT,Detroit,2019-06-18
DT,Detroit,2019-06-26
AT,Austin,2019-01-02
HT,Houston,2019-02-26
DV,Denver,2019-06-16
NY,New York,2019-06-18
DT,Detroit,2019-04-02
NY,New York,2019-06-21
ST,Seattle,2019-03-05
NY,New York,2019-03-26
ST,Seattle,2019-02-25
TP,Tampa,2019-05-29
DT,Detroit,2019-04-20
ST,Seattle,2019-06-11
DV,Denver,2019-04-26
AT,Austin,2019-03-08
ST,Seattle,2019-06-14
AT,Austin,2019-03-05
DT,Detroit,2019-06-01
DT,Detroit,2019-05-22
AT,Austin,2019-05-13
DT,Detroit,2019-05-29
TP,Tampa,2019-05-22
DT,Detroit,2019-06-12
ST,Seattle,2019-06-19
DV,Denver,2019-05-23
ST,Seattle,2019-04-16
DT,Detroit,2019-04-30
DT,Detroit,2019-04-25
ST,Seattle,2019-02-27
DT,Detroit,2019-04-18
DV,Denver,2019-05-06
DT,Detroit,2019-04-08
DV,Denver,2019-06-06
NY,New York,2019-05-21
HT,Houston,2019-04-01
AT,Austin,2019-02-19
DT,Detroit,2019-05-09
HT,Houston,2019-03-12
AT,Austin,2019-04-11
AT,Austin,2019-02-08
ST,Seattle,2019-03-02
HT,Houston,2019-06-06
DV,Denver,2019-04-22
NY,New York,2019-03-28
HT,Houston,2019-05-13
AT,Austin,2019-03-20
DV,Denver,2019-06-11
AT,Austin,2019-03-12
NY,New York,2019-03-06
ST,Seattle,2019-05-28
ST,Seattle,2019-01-22
DV,Denver,2019-05-15
HT,Houston,2019-05-07
DV,Denver,2019-02-26
HT,Houston,2019-06-05
NY,New York,2019-04-26
DV,Denver,2019-06-20
DV,Denver,2019-03-27
TP,Tampa,2019-01-23
ST,Seattle,2019-01-27
NY,New York,2019-06-02
NY,New York,2019-03-23
ST,Seattle,2019-05-08
AT,Austin,2019-04-15
HT,Houston,2019-04-03
AT,Austin,2019-01-25
ST,Seattle,2019-04-02
ST,Seattle,2019-06-05
NY,New York,2019-06-05
DV,Denver,2019-06-08
AT,Austin,2019-01-29
HT,Houston,2019-04-22
HT,Houston,2019-05-23
ST,Seattle,2019-03-06
DT,Detroit,2019-04-17
ST,Seattle,2019-06-03
HT,Houston,2019-01-28
AT,Austin,2019-05-07
NY,New York,2019-04-06
ST,Seattle,2019-06-13
ST,Seattle,2019-04-17
AT,Austin,2019-06-11
DV,Denver,2019-06-25
ST,Seattle,2019-03-26
DT,Detroit,2019-05-24
ST,Seattle,2019-03-16
NY,New York,2019-05-18
DT,Detroit,2019-05-16
DV,Denver,2019-05-21
DV,Denver,2019-03-03
AT,Austin,2019-04-12
ST,Seattle,2019-04-07
HT,Houston,2019-01-10
NY,New York,2019-04-23
NY,New York,2019-03-05
ST,Seattle,2019-05-10
HT,Houston,2019-06-25
AT,Austin,2019-04-19
DV,Denver,2019-04-09
ST,Seattle,2019-03-04
DV,Denver,2019-05-12
NY,New York,2019-04-11
NY,New York,2019-03-20
DT,Detroit,2019-03-16
AT,Austin,2019-06-10
HT,Houston,2019-02-06
AT,Austin,2019-05-22
AT,Austin,2019-05-21
NY,New York,2019-05-23
DV,Denver,2019-05-11
AT,Austin,2019-01-14
AT,Austin,2019-04-17
HT,Houston,2019-02-12
DV,Denver,2019-04-29
NY,New York,2019-03-29
DV,Denver,2019-03-08
ST,Seattle,2019-04-15
ST,Seattle,2019-02-23
AT,Austin,2019-01-11
ST,Seattle,2019-01-19
DV,Denver,2019-05-24
NY,New York,2019-03-31
DV,Denver,2019-04-24
ST,Seattle,2019-04-09
ST,Seattle,2019-03-24
DV,Denver,2019-02-27
NY,New York,2019-04-16
NY,New York,2019-05-30
NY,New York,2019-06-28
AT,Austin,2019-02-05
ST,Seattle,2019-06-08
HT,Houston,2019-01-22
DV,Denver,2019-06-07
ST,Seattle,2019-05-29
DT,Detroit,2019-06-22
ST,Seattle,2019-06-04
ST,Seattle,2019-03-27
AT,Austin,2019-04-09
HT,Houston,2019-06-17
HT,Houston,2019-05-10
DV,Denver,2019-04-13
ST,Seattle,2019-06-18
NY,New York,2019-03-21
HT,Houston,2019-04-30
AT,Austin,2019-06-18
HT,Houston,2019-02-19
ST,Seattle,2019-03-08
AT,Austin,2019-04-22
TP,Tampa,2019-02-06
AT,Austin,2019-06-21
NY,New York,2019-03-25
HT,Houston,2019-05-29
DT,Detroit,2019-06-10
DV,Denver,2019-06-09
ST,Seattle,2019-06-23
DT,Detroit,2019-05-02
ST,Seattle,2019-04-10
HT,Houston,2019-04-09
ST,Seattle,2019-04-04
AT,Austin,2019-03-28
AT,Austin,2019-03-22
AT,Austin,2019-04-05
DT,Detroit,2019-03-30
HT,Houston,2019-01-04
ST,Seattle,2019-06-09
HT,Houston,2019-02-13
HT,Houston,2019-05-01
NY,New York,2019-03-24
DT,Detroit,2019-06-24
ST,Seattle,2019-06-12
HT,Houston,2019-06-26
NY,New York,2019-05-05
DT,Detroit,2019-03-25
DV,Denver,2019-03-22
HT,Houston,2019-05-15
ST,Seattle,2019-03-19
NY,New York,2019-06-03
NY,New York,2019-06-12
NY,New York,2019-06-04
DT,Detroit,2019-04-21
TP,Tampa,2019-04-24
DV,Denver,2019-06-14
DT,Detroit,2019-04-03
HT,Houston,2019-05-20
DV,Denver,2019-06-17
HT,Houston,2019-03-22
ST,Seattle,2019-05-06
HT,Houston,2019-01-07
DT,Detroit,2019-03-28
NY,New York,2019-05-03
HT,Houston,2019-04-24
ST,Seattle,2019-05-07
HT,Houston,2019-01-23
HT,Houston,2019-03-11
TP,Tampa,2019-05-01
HT,Houston,2019-03-20
ST,Seattle,2019-03-21
AT,Austin,2019-04-18
NY,New York,2019-05-15
ST,Seattle,2019-05-15
DV,Denver,2019-04-20
AT,Austin,2019-01-23
AT,Austin,2019-04-29
HT,Houston,2019-05-08
ST,Seattle,2019-05-30
DT,Detroit,2019-06-08
DV,Denver,2019-06-27
DT,Detroit,2019-04-26
HT,Houston,2019-06-03
HT,Houston,2019-04-23
DT,Detroit,2019-05-15
NY,New York,2019-05-22
AT,Austin,2019-05-03
DV,Denver,2019-05-30
DT,Detroit,2019-04-22
ST,Seattle,2019-06-26
ST,Seattle,2019-06-02
DV,Denver,2019-05-25
NY,New York,2019-03-14
AT,Austin,2019-03-06
AT,Austin,2019-04-02
AT,Austin,2019-06-17
AT,Austin,2019-06-13
DT,Detroit,2019-05-07
HT,Houston,2019-04-02
HT,Houston,2019-04-17
HT,Houston,2019-06-07
AT,Austin,2019-01-10
NY,New York,2019-03-30
AT,Austin,2019-06-04
AT,Austin,2019-01-30
AT,Austin,2019-02-20
DT,Detroit,2019-06-17
DV,Denver,2019-04-06
AT,Austin,2019-06-26
ST,Seattle,2019-06-20
AT,Austin,2019-01-22
HT,Houston,2019-06-27
DV,Denver,2019-05-14
NY,New York,2019-03-01
HT,Houston,2019-06-28
DV,Denver,2019-06-22
HT,Houston,2019-02-11
ST,Seattle,2019-03-22
NY,New York,2019-05-24
ST,Seattle,2019-05-25
DT,Detroit,2019-05-20
AT,Austin,2019-03-15
DV,Denver,2019-04-19
HT,Houston,2019-01-17
NY,New York,2019-06-11
ST,Seattle,2019-05-19
ST,Seattle,2019-05-26
DT,Detroit,2019-03-14
AT,Austin,2019-06-19
AT,Austin,2019-05-09
ST,Seattle,2019-01-18
NY,New York,2019-04-29
ST,Seattle,2019-05-17
HT,Houston,2019-02-05
HT,Houston,2019-05-14
NY,New York,2019-04-13
DT,Detroit,2019-05-01
DT,Detroit,2019-04-24
HT,Houston,2019-02-04
ST,Seattle,2019-06-15
ST,Seattle,2019-03-17
DV,Denver,2019-03-06
DV,Denver,2019-04-07
ST,Seattle,2019-06-16
NY,New York,2019-06-19
ST,Seattle,2019-02-21
DT,Detroit,2019-04-14
AT,Austin,2019-02-12
ST,Seattle,2019-02-03
TP,Tampa,2019-01-30
DT,Detroit,2019-06-25
ST,Seattle,2019-06-29
AT,Austin,2019-06-20
HT,Houston,2019-01-18
ST,Seattle,2019-05-14
AT,Austin,2019-04-25
DV,Denver,2019-06-04
ST,Seattle,2019-04-13
DV,Denver,2019-06-02
HT,Houston,2019-01-31
DT,Detroit,2019-03-18
NY,New York,2019-04-01
HT,Houston,2019-03-06
HT,Houston,2019-03-26
DT,Detroit,2019-06-03
AT,Austin,2019-05-10
ST,Seattle,2019-03-25
AT,Austin,2019-02-13
AT,Austin,2019-03-21
NY,New York,2019-04-30
DV,Denver,2019-03-07
DV,Denver,2019-04-12
HT,Houston,2019-01-16
HT,Houston,2019-02-20
ST,Seattle,2019-03-12
AT,Austin,2019-05-17
ST,Seattle,2019-06-17
HT,Houston,2019-03-15
HT,Houston,2019-03-28
HT,Houston,2019-01-29
ST,Seattle,2019-04-26
ST,Seattle,2019-04-06
DV,Denver,2019-04-25
ST,Seattle,2019-03-10
TP,Tampa,2019-02-13
DV,Denver,2019-02-28
DT,Detroit,2019-03-17
ST,Seattle,2019-06-01
ST,Seattle,2019-01-31
DV,Denver,2019-03-02
TP,Tampa,2019-06-12
HT,Houston,2019-03-27
NY,New York,2019-06-07
DT,Detroit,2019-04-07
DV,Denver,2019-05-02
NY,New York,2019-04-24
HT,Houston,2019-01-14
DV,Denver,2019-05-13
DV,Denver,2019-06-12
AT,Austin,2019-01-04
HT,Houston,2019-02-21
HT,Houston,2019-01-24
DT,Detroit,2019-04-13
DT,Detroit,2019-06-28
NY,New York,2019-05-25
AT,Austin,2019-03-26
DV,Denver,2019-03-01
DV,Denver,2019-05-28
DV,Denver,2019-03-12
NY,New York,2019-04-08
DV,Denver,2019-04-23
DV,Denver,2019-03-25
DV,Denver,2019-04-18
NY,New York,2019-05-20
HT,Houston,2019-02-14
AT,Austin,2019-04-08
DV,Denver,2019-03-21
DT,Detroit,2019-04-05
AT,Austin,2019-04-30
AT,Austin,2019-06-25
AT,Austin,2019-02-04
HT,Houston,2019-02-27
DT,Detroit,2019-06-04
ST,Seattle,2019-02-22
DT,Detroit,2019-06-16
ST,Seattle,2019-02-04
TP,Tampa,2019-01-02
DV,Denver,2019-05-31
DV,Denver,2019-03-09
DV,Denver,2019-09-14
AT,Austin,2019-08-22
DV,Denver,2019-07-15
AT,Austin,2019-08-19
HT,Houston,2019-08-20
AT,Austin,2019-11-18
HT,Houston,2019-11-18
DT,Detroit,2019-08-22
HT,Houston,2019-12-27
DT,Detroit,2019-09-04
NY,New York,2019-07-10
HT,Houston,2019-10-22
HT,Houston,2019-12-30
ST,Seattle,2019-07-04
NY,New York,2019-10-18
ST,Seattle,2019-07-11
HT,Houston,2019-11-06
DV,Denver,2019-07-13
AT,Austin,2019-11-19
NY,New York,2019-07-06
DV,Denver,2019-09-28
NY,New York,2019-09-09
AT,Austin,2019-10-18
AT,Austin,2019-12-23
HT,Houston,2019-07-02
AT,Austin,2019-08-28
ST,Seattle,2019-07-26
NY,New York,2019-10-13
DT,Detroit,2019-07-21
AT,Austin,2019-11-04
DT,Detroit,2019-09-25
TP,Tampa,2019-11-06
AT,Austin,2019-09-25
DT,Detroit,2019-08-31
AT,Austin,2019-11-20
HT,Houston,2019-07-12
DT,Detroit,2019-07-18
HT,Houston,2019-09-19
AT,Austin,2019-10-22
AT,Austin,2019-09-30
DV,Denver,2019-07-21
DT,Detroit,2019-07-12
HT,Houston,2019-07-09
NY,New York,2019-07-08
ST,Seattle,2019-07-02
DT,Detroit,2019-09-06
DT,Detroit,2019-07-09
AT,Austin,2019-11-01
NY,New York,2019-09-01
HT,Houston,2019-09-27
NY,New York,2019-10-07
AT,Austin,2019-08-20
NY,New York,2019-07-26
HT,Houston,2019-12-18
DV,Denver,2019-09-23
HT,Houston,2019-10-30
HT,Houston,2019-10-17
AT,Austin,2019-10-10
AT,Austin,2019-09-26
HT,Houston,2019-12-16
DT,Detroit,2019-08-14
DV,Denver,2019-08-16
NY,New York,2019-09-26
DV,Denver,2019-07-14
AT,Austin,2019-11-07
DT,Detroit,2019-07-24
HT,Houston,2019-08-22
HT,Houston,2019-08-23
AT,Austin,2019-12-26
ST,Seattle,2019-07-15
HT,Houston,2019-12-05
HT,Houston,2019-07-08
HT,Houston,2019-08-16
NY,New York,2019-09-16
NY,New York,2019-07-27
AT,Austin,2019-12-30
NY,New York,2019-09-29
NY,New York,2019-10-02
DV,Denver,2019-10-09
DT,Detroit,2019-08-15
HT,Houston,2019-07-31
HT,Houston,2019-08-28
AT,Austin,2019-10-30
HT,Houston,2019-09-18
DV,Denver,2019-08-13
NY,New York,2019-09-08
