site,sitename,date
HT,Houston,2012-02-02
DV,Denver,2012-03-19
NY,New York,2012-02-02
AT,Austin,2012-03-21
ST,Seattle,2012-02-17
NY,New York,2012-02-17
HT,Houston,2012-01-23
ST,Seattle,2012-05-24
AT,Austin,2012-02-29
ST,Seattle,2012-06-20
DV,Denver,2012-04-13
ST,Seattle,2012-02-11
ST,Seattle,2012-06-22
NY,New York,2012-02-05
DV,Denver,2012-04-10
AT,Austin,2012-06-13
ST,Seattle,2012-08-17
DV,Denver,2012-08-14
DV,Denver,2012-08-18
DV,Denver,2012-09-05
HT,Houston,2012-09-18
ST,Seattle,2012-07-31
HT,Houston,2012-12-04
NY,New York,2012-12-21
DV,Denver,2012-08-23
HT,Houston,2012-09-04
HT,Houston,2012-08-20
ST,Seattle,2012-07-01
ST,Seattle,2012-08-24
DV,Denver,2012-10-28
AT,Austin,2012-12-10
DV,Denver,2012-09-26
ST,Seattle,2012-07-30
HT,Houston,2012-10-19
DV,Denver,2012-08-16
HT,Houston,2012-09-11
AT,Austin,2012-08-07
AT,Austin,2012-11-29
AT,Austin,2012-09-26
DV,Denver,2012-08-02
DV,Denver,2012-09-30
NY,New York,2012-09-23
DV,Denver,2012-10-13
ST,Seattle,2012-07-03
NY,New York,2012-09-05
AT,Austin,2012-08-16
ST,Seattle,2012-07-08
NY,New York,2012-07-26
HT,Houston,2012-12-19
HT,Houston,2012-10-31
HT,Houston,2012-07-24
DV,Denver,2012-07-09
AT,Austin,2012-09-14
AT,Austin,2012-11-08
AT,Austin,2012-10-19
NY,New York,2012-09-17
NY,New York,2012-12-19
DV,Denver,2012-10-07
DV,Denver,2012-07-02
HT,Houston,2012-10-18
DV,Denver,2012-08-28
ST,Seattle,2012-07-11
DV,Denver,2012-07-12
ST,Seattle,2012-08-01
DV,Denver,2012-09-09
HT,Houston,2012-09-12
DV,Denver,2012-10-23
NY,New York,2012-09-18
AT,Austin,2012-10-30
NY,New York,2012-11-19
ST,Seattle,2012-08-18
NY,New York,2012-09-29
AT,Austin,2012-07-25
AT,Austin,2012-11-05
NY,New York,2012-12-29
HT,Houston,2012-10-01
AT,Austin,2012-11-02
DV,Denver,2012-09-24
DV,Denver,2012-08-24
ST,Seattle,2012-08-25
NY,New York,2012-07-22
HT,Houston,2012-11-26
DV,Denver,2012-08-12
HT,Houston,2012-10-03
HT,Houston,2012-12-26
DV,Denver,2012-07-25
ST,Seattle,2012-07-20
ST,Seattle,2012-07-04
HT,Houston,2012-09-17
DV,Denver,2012-09-12
DV,Denver,2012-10-03
HT,Houston,2012-11-16
HT,Houston,2012-07-18
DV,Denver,2012-08-30
DV,Denver,2012-07-21
HT,Houston,2012-08-07
DV,Denver,2012-10-06
AT,Austin,2012-09-19
HT,Houston,2012-10-11
NY,New York,2012-12-30
NY,New York,2012-09-26
HT,Houston,2012-09-20
HT,Houston,2012-07-16
ST,Seattle,2012-07-27
HT,Houston,2012-07-11
AT,Austin,2012-11-14
DV,Denver,2012-09-08
AT,Austin,2012-08-02
NY,New York,2012-08-30
HT,Houston,2012-07-30
HT,Houston,2012-10-25
NY,New York,2012-12-28
DV,Denver,2012-09-28
HT,Houston,2012-07-27
DV,Denver,2012-08-11
AT,Austin,2012-08-24
HT,Houston,2012-12-12
DV,Denver,2012-09-17
HT,Houston,2012-08-28
DV,Denver,2012-09-25
DV,Denver,2012-07-18
DV,Denver,2012-08-09
DV,Denver,2012-08-20
HT,Houston,2012-07-23
HT,Houston,2012-11-06
DV,Denver,2012-09-29
DV,Denver,2012-07-26
ST,Seattle,2012-07-24
DV,Denver,2012-07-06
HT,Houston,2012-08-31
HT,Houston,2012-08-01
AT,Austin,2012-07-27
AT,Austin,2012-08-01
ST,Seattle,2012-09-03
HT,Houston,2012-08-30
NY,New York,2012-09-30
AT,Austin,2012-10-09
AT,Austin,2012-12-07
ST,Seattle,2012-08-12
DV,Denver,2012-07-24
DV,Denver,2012-07-15
NY,New York,2012-09-10
AT,Austin,2012-10-18
DV,Denver,2012-07-01
DV,Denver,2012-07-14
DV,Denver,2012-07-19
NY,New York,2012-12-20
ST,Seattle,2012-07-07
HT,Houston,2012-08-10
ST,Seattle,2012-09-02
ST,Seattle,2012-07-10
AT,Austin,2012-12-14
HT,Houston,2012-10-23
NY,New York,2012-09-28
DV,Denver,2012-07-28
AT,Austin,2012-11-01
HT,Houston,2012-10-08
HT,Houston,2012-09-10
AT,Austin,2012-09-10
DV,Denver,2012-10-27
HT,Houston,2012-08-13
AT,Austin,2012-08-28
HT,Houston,2012-09-14
DV,Denver,2012-10-09
NY,New York,2012-07-02
NY,New York,2012-08-22
AT,Austin,2012-09-05
DV,Denver,2012-08-03
DV,Denver,2012-08-27
ST,Seattle,2012-08-22
ST,Seattle,2012-07-28
DV,Denver,2012-10-10
AT,Austin,2012-11-30
NY,New York,2012-07-28
AT,Austin,2012-07-12
AT,Austin,2012-10-31
NY,New York,2012-09-12
DV,Denver,2012-08-19
NY,New York,2012-09-09
NY,New York,2012-12-22
ST,Seattle,2012-07-13
NY,New York,2012-08-29
ST,Seattle,2012-08-10
DV,Denver,2012-10-05
HT,Houston,2012-10-29
NY,New York,2012-07-15
DV,Denver,2012-08-21
AT,Austin,2012-07-26
HT,Houston,2012-12-21
HT,Houston,2012-08-14
DV,Denver,2012-09-11
HT,Houston,2012-07-03
AT,Austin,2012-12-17
HT,Houston,2012-07-31
HT,Houston,2012-11-30
ST,Seattle,2012-08-07
HT,Houston,2012-09-21
ST,Seattle,2012-08-16
NY,New York,2012-07-27
AT,Austin,2012-11-28
ST,Seattle,2012-07-16
NY,New York,2012-07-21
AT,Austin,2012-10-05
HT,Houston,2012-08-03
AT,Austin,2012-07-24
NY,New York,2012-09-16
ST,Seattle,2012-08-08
HT,Houston,2012-10-24
NY,New York,2012-10-03
HT,Houston,2012-10-04
DV,Denver,2012-09-06
HT,Houston,2012-08-27
AT,Austin,2012-08-23
HT,Houston,2012-08-06
DV,Denver,2012-10-19
ST,Seattle,2012-08-05
ST,Seattle,2012-07-29
AT,Austin,2012-10-02
DV,Denver,2012-09-16
NY,New York,2012-12-25
DV,Denver,2012-09-21
AT,Austin,2012-10-24
HT,Houston,2012-07-05
HT,Houston,2012-07-19
AT,Austin,2012-09-18
HT,Houston,2012-12-20
HT,Houston,2012-11-29
AT,Austin,2012-12-03
AT,Austin,2012-08-15
DV,Denver,2012-08-04
HT,Houston,2012-12-13
ST,Seattle,2012-07-23
AT,Austin,2012-10-12
AT,Austin,2012-10-22
HT,Houston,2012-12-18
HT,Houston,2012-12-11
AT,Austin,2012-09-28
DV,Denver,2012-07-27
HT,Houston,2012-10-02
HT,Houston,2012-11-14
NY,New York,2012-12-23
AT,Austin,2012-12-27
DV,Denver,2012-09-22
NY,New York,2012-09-22
ST,Seattle,2012-08-04
ST,Seattle,2012-08-11
HT,Houston,2012-08-29
DV,Denver,2012-10-14
HT,Houston,2012-12-07
ST,Seattle,2012-07-19
HT,Houston,2012-12-14
DV,Denver,2012-07-29
AT,Austin,2012-10-26
DV,Denver,2012-08-10
HT,Houston,2012-10-22
HT,Houston,2012-07-20
AT,Austin,2012-09-24
AT,Austin,2012-12-11
DV,Denver,2012-08-15
NY,New York,2012-11-05
AT,Austin,2012-10-23
HT,Houston,2012-08-21
ST,Seattle,2012-08-15
HT,Houston,2012-11-07
ST,Seattle,2012-07-18
HT,Houston,2012-07-02
DV,Denver,2012-07-22
AT,Austin,2012-12-13
AT,Austin,2012-12-04
AT,Austin,2012-11-27
AT,Austin,2012-08-29
DV,Denver,2012-10-25
AT,Austin,2012-09-12
DV,Denver,2012-10-22
NY,New York,2012-11-03
AT,Austin,2012-12-18
AT,Austin,2012-07-20
DV,Denver,2012-07-03
HT,Houston,2012-12-27
DV,Denver,2012-07-16
HT,Houston,2012-09-13
DV,Denver,2012-10-18
NY,New York,2012-11-07
AT,Austin,2012-08-17
NY,New York,2012-11-01
AT,Austin,2012-09-27
DV,Denver,2012-09-15
HT,Houston,2012-08-08
AT,Austin,2012-10-08
HT,Houston,2012-11-27
AT,Austin,2012-08-10
AT,Austin,2012-07-11
ST,Seattle,2012-09-01
DV,Denver,2012-07-05
AT,Austin,2012-12-21
HT,Houston,2012-07-09
ST,Seattle,2012-08-09
HT,Houston,2012-07-10
DV,Denver,2012-09-10
HT,Houston,2012-10-05
HT,Houston,2012-09-19
HT,Houston,2012-12-17
NY,New York,2012-09-27
ST,Seattle,2012-08-06
AT,Austin,2012-10-29
ST,Seattle,2012-08-03
DV,Denver,2012-08-01
AT,Austin,2012-08-30
AT,Austin,2012-07-13
HT,Houston,2012-11-09
ST,Seattle,2012-08-29
NY,New York,2012-07-29
HT,Houston,2012-09-05
AT,Austin,2012-08-21
NY,New York,2012-09-19
HT,Houston,2012-07-26
AT,Austin,2012-10-04
AT,Austin,2012-10-03
ST,Seattle,2012-07-14
HT,Houston,2012-11-19
AT,Austin,2012-07-10
DV,Denver,2012-07-08
AT,Austin,2012-10-15
HT,Houston,2012-11-28
AT,Austin,2012-09-17
DV,Denver,2012-10-26
HT,Houston,2012-07-25
DV,Denver,2012-07-30
AT,Austin,2012-12-12
AT,Austin,2012-08-08
AT,Austin,2012-07-17
DV,Denver,2012-10-21
HT,Houston,2012-08-15
AT,Austin,2012-11-16
ST,Seattle,2012-07-25
AT,Austin,2012-09-20
DV,Denver,2012-07-13
DV,Denver,2012-08-08
DV,Denver,2012-09-27
AT,Austin,2012-07-19
DV,Denver,2012-07-04
HT,Houston,2012-09-24
AT,Austin,2012-12-28
ST,Seattle,2012-07-12
HT,Houston,2012-10-17
DV,Denver,2012-10-11
HT,Houston,2012-10-09
DV,Denver,2012-10-29
DV,Denver,2012-09-20
AT,Austin,2012-08-14
AT,Austin,2012-10-17
HT,Houston,2012-08-17
DV,Denver,2012-07-23
AT,Austin,2012-12-05
AT,Austin,2012-12-06
AT,Austin,2012-11-15
HT,Houston,2012-11-02
DV,Denver,2012-10-12
AT,Austin,2012-09-04
AT,Austin,2012-09-13
DV,Denver,2012-09-19
AT,Austin,2012-11-21
HT,Houston,2012-08-24
DV,Denver,2012-08-22
AT,Austin,2012-11-26
HT,Houston,2012-08-02
DV,Denver,2012-10-20
HT,Houston,2012-10-10
AT,Austin,2012-10-01
AT,Austin,2012-10-16
HT,Houston,2012-11-05
NY,New York,2012-08-17
ST,Seattle,2012-07-21
DV,Denver,2012-10-30
AT,Austin,2012-11-20
AT,Austin,2012-09-11
ST,Seattle,2012-08-21
HT,Houston,2012-12-03
DV,Denver,2012-08-06
NY,New York,2012-10-21
ST,Seattle,2012-08-19
AT,Austin,2012-11-06
NY,New York,2012-08-28
NY,New York,2012-11-02
AT,Austin,2012-11-19
AT,Austin,2012-11-07
DV,Denver,2012-08-13
HT,Houston,2012-11-01
HT,Houston,2012-09-25
DV,Denver,2012-08-25
AT,Austin,2012-08-31
AT,Austin,2012-07-31
AT,Austin,2012-10-11
HT,Houston,2012-08-16
NY,New York,2012-12-24
NY,New York,2012-11-06
DV,Denver,2012-10-02
DV,Denver,2012-10-15
HT,Houston,2012-09-26
AT,Austin,2012-08-09
HT,Houston,2012-09-28
HT,Houston,2012-08-23
DV,Denver,2012-10-16
AT,Austin,2012-12-19
ST,Seattle,2012-07-15
ST,Seattle,2012-10-14
ST,Seattle,2012-07-02
HT,Houston,2012-07-17
AT,Austin,2012-09-06
ST,Seattle,2012-07-26
HT,Houston,2012-10-15
HT,Houston,2012-07-06
AT,Austin,2012-10-25
DV,Denver,2012-08-07
DV,Denver,2012-09-18
DV,Denver,2012-07-07
NY,New York,2012-09-25
HT,Houston,2012-12-06
ST,Seattle,2012-10-12
DV,Denver,2012-08-05
ST,Seattle,2012-07-22
HT,Houston,2012-07-12
DV,Denver,2012-10-04
AT,Austin,2012-09-21
HT,Houston,2012-11-20
DV,Denver,2012-09-13
ST,Seattle,2012-08-31
ST,Seattle,2012-08-02
DV,Denver,2012-07-20
DV,Denver,2012-08-26
HT,Houston,2012-10-12
NY,New York,2012-08-23
DV,Denver,2012-08-17
DV,Denver,2012-07-10
ST,Seattle,2012-08-23
ST,Seattle,2012-07-05
NY,New York,2012-09-11
NY,New York,2012-07-09
HT,Houston,2012-10-16
AT,Austin,2012-09-25
AT,Austin,2012-12-20
DV,Denver,2012-09-23
DV,Denver,2012-10-01
HT,Houston,2012-08-22
HT,Houston,2012-08-09
AT,Austin,2012-10-10
HT,Houston,2012-12-10
NY,New York,2012-11-04
ST,Seattle,2012-07-17
ST,Seattle,2012-07-06
ST,Seattle,2012-07-09
DV,Denver,2012-07-17
AT,Austin,2012-08-22
HT,Houston,2012-12-28
DV,Denver,2012-10-08
NY,New York,2012-09-20
DV,Denver,2012-07-31
DV,Denver,2012-10-24
DV,Denver,2012-09-14
HT,Houston,2012-11-08
HT,Houston,2012-10-30
DV,Denver,2012-10-17
NY,New York,2012-07-08
HT,Houston,2012-11-21
HT,Houston,2012-12-05
AT,Austin,2012-08-03
DV,Denver,2012-07-11
AT,Austin,2013-11-07
ST,Seattle,2013-05-27
DV,Denver,2013-04-29
ST,Seattle,2013-04-17
AT,Austin,2013-05-28
ST,Seattle,2013-04-05
HT,Houston,2013-07-26
HT,Houston,2013-05-28
ST,Seattle,2013-03-01
DV,Denver,2013-09-22
HT,Houston,2013-01-08
HT,Houston,2013-04-26
AT,Austin,2013-06-27
NY,New York,2013-06-22
AT,Austin,2013-09-16
HT,Houston,2013-11-15
AT,Austin,2013-06-18
HT,Houston,2013-02-06
AT,Austin,2013-03-26
ST,Seattle,2013-07-01
DV,Denver,2013-03-12
HT,Houston,2013-01-19
DV,Denver,2013-03-17
AT,Austin,2013-09-24
DV,Denver,2013-05-07
AT,Austin,2013-10-29
HT,Houston,2013-01-24
AT,Austin,2013-02-19
AT,Austin,2013-12-12
HT,Houston,2013-04-04
HT,Houston,2013-08-05
HT,Houston,2013-05-02
AT,Austin,2013-05-14
HT,Houston,2013-01-04
HT,Houston,2013-01-11
AT,Austin,2013-04-03
NY,New York,2013-01-02
HT,Houston,2013-04-24
HT,Houston,2013-10-16
HT,Houston,2013-02-20
DV,Denver,2013-04-11
NY,New York,2013-05-27
ST,Seattle,2013-06-07
HT,Houston,2013-09-18
ST,Seattle,2013-02-12
ST,Seattle,2013-02-22
NY,New York,2013-06-09
HT,Houston,2013-06-04
HT,Houston,2013-01-10
AT,Austin,2013-02-12
DV,Denver,2013-09-28
ST,Seattle,2013-07-30
HT,Houston,2013-02-21
HT,Houston,2013-12-20
AT,Austin,2013-03-14
DV,Denver,2013-06-05
ST,Seattle,2013-08-19
ST,Seattle,2013-02-15
HT,Houston,2013-10-25
ST,Seattle,2013-03-08
HT,Houston,2013-05-21
ST,Seattle,2013-05-03
HT,Houston,2013-02-13
AT,Austin,2013-01-25
HT,Houston,2013-05-23
AT,Austin,2013-11-01
DV,Denver,2013-04-21
NY,New York,2013-04-17
DV,Denver,2013-09-29
AT,Austin,2013-05-16
AT,Austin,2013-08-27
AT,Austin,2013-08-14
HT,Houston,2013-07-30
AT,Austin,2013-10-02
HT,Houston,2013-08-21
HT,Houston,2013-05-06
DV,Denver,2013-10-04
DV,Denver,2013-07-28
HT,Houston,2013-01-16
DV,Denver,2013-07-24
ST,Seattle,2013-07-11
DV,Denver,2013-09-25
HT,Houston,2013-05-24
DV,Denver,2013-03-07
DV,Denver,2013-10-05
DV,Denver,2013-09-30
ST,Seattle,2013-07-08
HT,Houston,2013-08-01
DV,Denver,2013-04-24
HT,Houston,2013-07-31
AT,Austin,2013-11-20
AT,Austin,2013-08-06
AT,Austin,2013-03-13
AT,Austin,2013-04-16
HT,Houston,2013-08-30
HT,Houston,2013-11-18
HT,Houston,2013-12-12
AT,Austin,2013-12-04
HT,Houston,2013-09-09
DV,Denver,2013-06-13
HT,Houston,2013-10-11
HT,Houston,2013-03-15
HT,Houston,2013-06-14
DV,Denver,2013-08-06
AT,Austin,2013-08-22
HT,Houston,2013-01-26
DV,Denver,2013-10-03
NY,New York,2013-04-08
HT,Houston,2013-05-16
HT,Houston,2013-12-06
HT,Houston,2013-07-12
ST,Seattle,2013-04-25
DV,Denver,2013-10-26
AT,Austin,2013-12-13
DV,Denver,2013-09-12
HT,Houston,2013-04-18
HT,Houston,2013-10-17
DV,Denver,2013-07-18
NY,New York,2013-09-29
DV,Denver,2013-10-31
NY,New York,2013-03-18
ST,Seattle,2013-04-09
HT,Houston,2013-02-11
ST,Seattle,2013-05-15
HT,Houston,2013-06-12
DV,Denver,2013-10-01
DV,Denver,2013-08-28
HT,Houston,2013-02-03
DV,Denver,2013-03-05
AT,Austin,2013-02-21
ST,Seattle,2013-02-19
HT,Houston,2013-04-01
NY,New York,2013-03-29
ST,Seattle,2013-07-12
AT,Austin,2013-02-04
AT,Austin,2013-09-17
NY,New York,2013-04-20
ST,Seattle,2013-02-01
AT,Austin,2013-09-25
HT,Houston,2013-06-20
HT,Houston,2013-06-10
HT,Houston,2013-03-04
DV,Denver,2013-07-20
HT,Houston,2013-05-22
DV,Denver,2013-04-01
AT,Austin,2013-02-25
NY,New York,2013-03-19
AT,Austin,2013-02-06
NY,New York,2013-06-28
HT,Houston,2013-07-08
HT,Houston,2013-09-11
DV,Denver,2013-04-06
HT,Houston,2013-07-05
AT,Austin,2013-06-10
ST,Seattle,2013-04-23
ST,Seattle,2013-07-16
HT,Houston,2013-08-09
NY,New York,2013-09-24
AT,Austin,2013-10-25
AT,Austin,2013-11-12
AT,Austin,2013-05-20
ST,Seattle,2013-04-27
AT,Austin,2013-10-21
DV,Denver,2013-08-07
HT,Houston,2013-01-23
DV,Denver,2013-08-20
HT,Houston,2013-12-09
NY,New York,2013-04-18
NY,New York,2013-02-11
HT,Houston,2013-12-16
HT,Houston,2013-11-08
HT,Houston,2013-07-19
DV,Denver,2013-09-04
NY,New York,2013-08-23
NY,New York,2013-10-09
DV,Denver,2013-05-20
HT,Houston,2013-01-27
DV,Denver,2013-05-16
DV,Denver,2013-10-16
ST,Seattle,2013-02-20
DV,Denver,2013-05-24
NY,New York,2013-03-20
HT,Houston,2013-01-28
ST,Seattle,2013-08-16
ST,Seattle,2013-07-05
ST,Seattle,2013-06-25
AT,Austin,2013-11-06
NY,New York,2013-04-05
HT,Houston,2013-04-29
AT,Austin,2013-04-12
ST,Seattle,2013-07-10
DV,Denver,2013-06-28
AT,Austin,2013-05-01
AT,Austin,2013-08-04
HT,Houston,2013-02-15
NY,New York,2013-05-25
NY,New York,2013-10-11
DV,Denver,2013-02-25
HT,Houston,2013-07-16
ST,Seattle,2013-06-24
HT,Houston,2013-08-23
AT,Austin,2013-06-28
AT,Austin,2013-01-31
AT,Austin,2013-05-21
DV,Denver,2013-06-09
AT,Austin,2013-09-10
HT,Houston,2013-12-04
AT,Austin,2013-10-07
HT,Houston,2013-03-13
HT,Houston,2013-02-14
NY,New York,2013-08-16
ST,Seattle,2013-05-29
DV,Denver,2013-05-29
NY,New York,2013-05-29
HT,Houston,2013-09-04
NY,New York,2013-07-07
DV,Denver,2013-02-28
AT,Austin,2013-06-25
AT,Austin,2013-01-29
HT,Houston,2013-02-04
NY,New York,2013-06-03
DV,Denver,2013-05-23
AT,Austin,2013-06-19
ST,Seattle,2013-08-25
AT,Austin,2013-01-23
HT,Houston,2013-04-02
NY,New York,2013-07-24
DV,Denver,2013-06-17
ST,Seattle,2013-02-10
AT,Austin,2013-09-23
AT,Austin,2013-03-04
AT,Austin,2013-10-24
AT,Austin,2013-10-03
ST,Seattle,2013-06-01
AT,Austin,2013-01-22
DV,Denver,2013-09-09
HT,Houston,2013-09-19
AT,Austin,2013-05-29
NY,New York,2013-07-31
DV,Denver,2013-04-15
ST,Seattle,2013-05-07
AT,Austin,2013-04-18
NY,New York,2013-04-24
DV,Denver,2013-07-16
ST,Seattle,2013-02-13
AT,Austin,2013-07-12
ST,Seattle,2013-04-14
ST,Seattle,2013-02-27
NY,New York,2013-04-10
NY,New York,2013-10-07
NY,New York,2013-11-03
ST,Seattle,2013-04-03
NY,New York,2013-01-05
AT,Austin,2013-09-11
DV,Denver,2013-03-22
DV,Denver,2013-07-17
ST,Seattle,2013-07-09
NY,New York,2013-02-13
HT,Houston,2013-07-24
HT,Houston,2013-02-02
HT,Houston,2013-02-12
HT,Houston,2013-11-07
NY,New York,2013-03-14
HT,Houston,2013-10-28
DV,Denver,2013-10-27
DV,Denver,2013-08-17
AT,Austin,2013-01-11
ST,Seattle,2013-06-16
HT,Houston,2013-06-19
DV,Denver,2013-07-29
AT,Austin,2013-08-15
ST,Seattle,2013-06-23
AT,Austin,2013-02-15
AT,Austin,2013-02-20
AT,Austin,2013-12-19
DV,Denver,2013-08-23
AT,Austin,2013-01-24
DV,Denver,2013-10-10
AT,Austin,2013-03-20
ST,Seattle,2013-04-26
DV,Denver,2013-10-12
AT,Austin,2013-01-21
HT,Houston,2013-09-12
NY,New York,2013-08-10
HT,Houston,2013-02-28
DV,Denver,2013-10-23
HT,Houston,2013-09-06
ST,Seattle,2013-07-22
AT,Austin,2013-12-17
DV,Denver,2013-05-15
DV,Denver,2013-10-08
NY,New York,2013-09-04
AT,Austin,2013-03-06
AT,Austin,2013-11-08
DV,Denver,2013-09-20
AT,Austin,2013-04-17
HT,Houston,2013-09-26
DV,Denver,2013-04-27
ST,Seattle,2013-05-16
NY,New York,2013-09-08
AT,Austin,2013-06-17
DV,Denver,2013-10-28
NY,New York,2013-03-16
ST,Seattle,2013-05-21
AT,Austin,2013-11-11
NY,New York,2013-08-17
NY,New York,2013-07-15
NY,New York,2013-05-04
NY,New York,2013-04-02
ST,Seattle,2013-04-19
HT,Houston,2013-06-24
NY,New York,2013-07-03
DV,Denver,2013-07-21
DV,Denver,2013-02-20
AT,Austin,2013-10-16
HT,Houston,2013-05-20
NY,New York,2013-10-21
AT,Austin,2013-03-19
DV,Denver,2013-08-01
ST,Seattle,2013-02-09
DV,Denver,2013-08-16
NY,New York,2013-09-02
AT,Austin,2013-04-19
HT,Houston,2013-07-23
AT,Austin,2013-12-06
HT,Houston,2013-06-03
HT,Houston,2013-02-19
HT,Houston,2013-08-13
HT,Houston,2013-11-26
NY,New York,2013-09-11
ST,Seattle,2013-03-28
AT,Austin,2013-03-29
HT,Houston,2013-01-03
ST,Seattle,2013-03-30
NY,New York,2013-10-04
DV,Denver,2013-04-09
AT,Austin,2013-06-06
AT,Austin,2013-08-05
NY,New York,2013-08-30
AT,Austin,2013-05-08
NY,New York,2013-08-29
ST,Seattle,2013-03-15
DV,Denver,2013-07-03
HT,Houston,2013-08-20
HT,Houston,2013-12-26
DV,Denver,2013-08-11
NY,New York,2013-07-05
ST,Seattle,2013-06-29
HT,Houston,2013-09-30
AT,Austin,2013-02-07
DV,Denver,2013-03-13
DV,Denver,2013-07-26
HT,Houston,2013-01-17
HT,Houston,2013-04-15
NY,New York,2013-09-30
AT,Austin,2013-12-30
HT,Houston,2013-10-21
ST,Seattle,2013-06-02
NY,New York,2013-04-28
DV,Denver,2013-10-13
AT,Austin,2013-09-27
DV,Denver,2013-05-11
ST,Seattle,2013-05-04
DV,Denver,2013-08-15
ST,Seattle,2013-07-24
ST,Seattle,2013-03-25
AT,Austin,2013-04-10
DV,Denver,2013-07-06
ST,Seattle,2013-03-12
DV,Denver,2013-03-01
ST,Seattle,2013-04-16
ST,Seattle,2013-07-27
NY,New York,2013-10-05
ST,Seattle,2013-03-11
DV,Denver,2013-07-30
DV,Denver,2013-04-22
NY,New York,2013-05-08
AT,Austin,2013-11-15
HT,Houston,2013-12-11
NY,New York,2013-07-10
DV,Denver,2013-06-25
AT,Austin,2013-12-20
DV,Denver,2013-08-05
NY,New York,2013-03-28
ST,Seattle,2013-03-02
AT,Austin,2013-11-13
DV,Denver,2013-09-10
HT,Houston,2013-02-26
AT,Austin,2013-07-01
AT,Austin,2013-04-15
ST,Seattle,2013-05-17
ST,Seattle,2013-02-25
NY,New York,2013-05-06
HT,Houston,2013-06-17
ST,Seattle,2013-04-22
NY,New York,2013-08-26
ST,Seattle,2013-08-21
ST,Seattle,2013-05-02
DV,Denver,2013-10-02
DV,Denver,2013-03-11
NY,New York,2013-02-18
HT,Houston,2013-03-11
ST,Seattle,2013-08-08
AT,Austin,2013-08-29
AT,Austin,2013-09-12
ST,Seattle,2013-03-04
HT,Houston,2013-03-22
DV,Denver,2013-07-14
AT,Austin,2013-06-11
DV,Denver,2013-06-18
HT,Houston,2013-02-22
DV,Denver,2013-09-13
AT,Austin,2013-09-06
HT,Houston,2013-10-04
ST,Seattle,2013-04-10
DV,Denver,2013-05-05
AT,Austin,2013-06-24
HT,Houston,2013-01-29
NY,New York,2013-04-09
HT,Houston,2013-06-07
HT,Houston,2013-11-21
AT,Austin,2013-07-26
ST,Seattle,2013-08-11
AT,Austin,2013-12-18
DV,Denver,2013-05-06
DV,Denver,2013-09-08
HT,Houston,2013-08-26
HT,Houston,2013-08-07
HT,Houston,2013-07-25
HT,Houston,2013-01-14
DV,Denver,2013-03-15
ST,Seattle,2013-03-26
ST,Seattle,2013-04-28
HT,Houston,2013-05-15
ST,Seattle,2013-08-01
HT,Houston,2013-09-23
NY,New York,2013-08-13
NY,New York,2013-06-02
NY,New York,2013-08-05
ST,Seattle,2013-04-08
DV,Denver,2013-08-24
AT,Austin,2013-05-02
DV,Denver,2013-02-27
HT,Houston,2013-11-20
ST,Seattle,2013-02-04
DV,Denver,2013-09-23
DV,Denver,2013-08-04
DV,Denver,2013-08-18
HT,Houston,2013-10-10
AT,Austin,2013-02-27
NY,New York,2013-09-10
DV,Denver,2013-08-13
ST,Seattle,2013-05-25
DV,Denver,2013-03-08
DV,Denver,2013-07-07
NY,New York,2013-07-23
ST,Seattle,2013-05-05
AT,Austin,2013-10-28
ST,Seattle,2013-03-05
HT,Houston,2013-01-25
AT,Austin,2013-08-02
AT,Austin,2013-06-07
HT,Houston,2013-05-30
DV,Denver,2013-07-09
ST,Seattle,2013-08-15
NY,New York,2013-03-15
HT,Houston,2013-06-26
NY,New York,2013-10-20
ST,Seattle,2013-06-12
ST,Seattle,2013-05-24
ST,Seattle,2013-03-24
AT,Austin,2013-03-27
ST,Seattle,2013-07-20
ST,Seattle,2013-02-23
DV,Denver,2013-06-06
AT,Austin,2013-07-31
AT,Austin,2013-01-30
DV,Denver,2013-09-26
NY,New York,2013-08-21
NY,New York,2013-04-23
AT,Austin,2013-06-05
NY,New York,2013-06-23
DV,Denver,2013-09-14
HT,Houston,2013-08-14
ST,Seattle,2013-04-20
HT,Houston,2013-03-07
DV,Denver,2013-07-19
HT,Houston,2013-10-22
NY,New York,2013-08-09
ST,Seattle,2013-02-07
NY,New York,2013-01-06
ST,Seattle,2013-05-11
NY,New York,2013-08-22
HT,Houston,2013-10-09
ST,Seattle,2013-05-12
DV,Denver,2013-07-04
ST,Seattle,2013-06-20
AT,Austin,2013-11-22
NY,New York,2013-10-06
AT,Austin,2013-12-05
ST,Seattle,2013-07-15
HT,Houston,2013-01-07
DV,Denver,2013-03-27
DV,Denver,2013-06-12
DV,Denver,2013-02-23
ST,Seattle,2013-05-30
AT,Austin,2013-01-16
NY,New York,2013-10-13
AT,Austin,2013-09-18
AT,Austin,2013-10-15
AT,Austin,2013-03-15
ST,Seattle,2013-04-18
AT,Austin,2013-09-03
NY,New York,2013-05-01
DV,Denver,2013-03-29
ST,Seattle,2013-07-07
HT,Houston,2013-02-07
AT,Austin,2013-05-07
AT,Austin,2013-07-30
ST,Seattle,2013-08-04
NY,New York,2013-08-04
DV,Denver,2013-04-26
DV,Denver,2013-08-14
ST,Seattle,2013-03-22
AT,Austin,2013-10-22
ST,Seattle,2013-03-09
NY,New York,2013-03-24
AT,Austin,2013-08-23
AT,Austin,2013-04-05
HT,Houston,2013-03-28
